rates,server_cpu_usage,client_cpu_usage,session_rate,bw_util,connected_cons
60.0,34.47765494137354,124.64844221105537,60.00000000000011,23024.050281995653,7803.969631236443
120.0,66.71748743718605,250.3756783919595,119.98972162740878,45859.60098501072,15604.085653104925
180.0,55.60112227805689,265.25046901172516,132.9738758029979,45246.74441113491,16418.19700214133
192.0,94.56097152428814,600.4564154103851,183.80043383947947,70385.25331887195,26656.77657266811
204.0,8.024556113902834,33.15308207705187,74.91971223021588,24585.57979856115,8976.578417266186
216.0,95.51209380234496,551.2235845896141,197.9843137254901,72427.44862745091,29315.058823529413
228.0,26.255460636515952,97.99236180904515,87.09488372093023,21974.328000000027,9117.083720930234
240.0,58.18536013400328,278.8563651591286,133.6737752161384,37792.39296829973,16371.544668587896
