Operations,avg,avgMean,avgStd,CPUUtilClient,CPUUtilClientMean,CPUUtilClientStd,CPUUtilServer,CPUUtilServerMean,CPUUtilServerStd,cycles,cyclesMean,cyclesStd,instructionsK,instructionsKMean,instructionsKStd,instructionsU,instructionsUMean,instructionsUStd,ipcK,ipcKMean,ipcKStd,ipcTotal,ipcTotalMean,ipcTotalStd,ipcU,ipcUMean,ipcUStd,p90th,p90thMean,p90thStd,p99th,p99thMean,p99thStd,throughput,throughputMean,throughputStd,totalOps,totalOpsMean,totalOpsStd
110,0.033,0.033,0.0,0.8091165413534185,0.8091165413534185,0.0,6.762105263157892,6.762105263157892,0.0,81788473114.0,81788473114.0,0.0,168423871.0,168423871.0,0.0,170850733826.0,170850733826.0,0.0,0.0020592617099630187,0.0020592617099630187,0.0,2.090993402684346,2.090993402684346,0.0,2.088934140974383,2.088934140974383,0.0,0.088,0.088,0.0,0.158,0.158,0.0,56.2,56.2,0.0,1124.0,1124.0,0.0
120,0.032,0.032,0.0,0.5472321428571547,0.5472321428571547,0.0,7.37166071428571,7.37166071428571,0.0,92351535562.0,92351535562.0,0.0,197447565.0,197447565.0,0.0,192492611029.0,192492611029.0,0.0,0.0021379998047508803,0.0021379998047508803,0.0,2.0864846201137386,2.0864846201137386,0.0,2.0843466203089878,2.0843466203089878,0.0,0.083,0.083,0.0,0.158,0.158,0.0,61.85,61.85,0.0,1237.0,1237.0,0.0
130,0.034,0.034,0.0,0.7409464285714336,0.7409464285714336,0.0,8.109428571428566,8.109428571428566,0.0,102622401778.0,102622401778.0,0.0,228777171.0,228777171.0,0.0,215881983566.0,215881983566.0,0.0,0.0022293102386641357,0.0022293102386641357,0.0,2.105882896840653,2.105882896840653,0.0,2.1036535866019888,2.1036535866019888,0.0,0.088,0.088,0.0,0.16,0.16,0.0,65.75,65.75,0.0,1315.0,1315.0,0.0
140,0.035,0.035,0.0,0.39653571428570444,0.39653571428570444,0.0,8.679446428571424,8.679446428571424,0.0,109526587540.0,109526587540.0,0.0,216551880.0,216551880.0,0.0,230552802546.0,230552802546.0,0.0,0.001977162667657417,0.001977162667657417,0.0,2.1069710981520458,2.1069710981520458,0.0,2.1049939354843885,2.1049939354843885,0.0,0.09,0.09,0.0,0.18,0.18,0.0,69.85,69.85,0.0,1397.0,1397.0,0.0
150,0.033,0.033,0.0,0.4193392857142868,0.4193392857142868,0.0,9.236035714285705,9.236035714285705,0.0,116441490590.0,116441490590.0,0.0,230918109.0,230918109.0,0.0,245454731038.0,245454731038.0,0.0,0.00198312566963851,0.00198312566963851,0.0,2.10994936514579,2.10994936514579,0.0,2.1079662394761516,2.1079662394761516,0.0,0.088,0.088,0.0,0.165,0.165,0.0,76.25,76.25,0.0,1525.0,1525.0,0.0
160,0.033,0.033,0.0,0.6799436090225726,0.6799436090225726,0.0,9.714266917293244,9.714266917293244,0.0,116908478573.0,116908478573.0,0.0,258392201.0,258392201.0,0.0,245876086273.0,245876086273.0,0.0,0.002210209252177161,0.002210209252177161,0.0,2.105360376581316,2.105360376581316,0.0,2.103150167329139,2.103150167329139,0.0,0.083,0.083,0.0,0.165,0.165,0.0,80.3,80.3,0.0,1606.0,1606.0,0.0
170,0.032,0.032,0.0,0.3965601503759473,0.3965601503759473,0.0,9.763928571428565,9.763928571428565,0.0,117270181891.0,117270181891.0,0.0,250114038.0,250114038.0,0.0,245108498613.0,245108498613.0,0.0,0.002132801654835629,0.002132801654835629,0.0,2.0922506360487723,2.0922506360487723,0.0,2.090117834393937,2.090117834393937,0.0,0.085,0.085,0.0,0.148,0.148,0.0,85.3,85.3,0.0,1706.0,1706.0,0.0
180,0.033,0.033,0.0,0.7620178571428511,0.7620178571428511,0.0,10.669553571428551,10.669553571428551,0.0,134816194823.0,134816194823.0,0.0,294568256.0,294568256.0,0.0,282893870461.0,282893870461.0,0.0,0.002184961950504079,0.002184961950504079,0.0,2.100552081957199,2.100552081957199,0.0,2.098367120006695,2.098367120006695,0.0,0.085,0.085,0.0,0.163,0.163,0.0,88.2,88.2,0.0,1764.0,1764.0,0.0
190,0.033,0.033,0.0,0.40842105263156725,0.40842105263156725,0.0,11.370620300751867,11.370620300751867,0.0,138274649534.0,138274649534.0,0.0,275828534.0,275828534.0,0.0,290292653723.0,290292653723.0,0.0,0.001994787438836916,0.001994787438836916,0.0,2.101386503138834,2.101386503138834,0.0,2.099391715699997,2.099391715699997,0.0,0.085,0.085,0.0,0.165,0.165,0.0,95.05,95.05,0.0,1901.0,1901.0,0.0
200,0.034,0.034,0.0,0.4700751879699254,0.4700751879699254,0.0,12.493890977443613,12.493890977443613,0.0,151047701622.0,151047701622.0,0.0,290393837.0,290393837.0,0.0,318325855745.0,318325855745.0,0.0,0.0019225306567505183,0.0019225306567505183,0.0,2.1093750263035695,2.1093750263035695,0.0,2.107452495646819,2.107452495646819,0.0,0.09,0.09,0.0,0.16,0.16,0.0,100.7,100.7,0.0,2014.0,2014.0,0.0
210,0.034,0.034,0.0,0.3778947368420944,0.3778947368420944,0.0,13.016842105263166,13.016842105263166,0.0,156723370838.0,156723370838.0,0.0,329751826.0,329751826.0,0.0,329421697568.0,329421697568.0,0.0,0.0021040373508865763,0.0021040373508865763,0.0,2.104034947888236,2.104034947888236,0.0,2.1019309105373494,2.1019309105373494,0.0,0.088,0.088,0.0,0.17,0.17,0.0,105.75,105.75,0.0,2115.0,2115.0,0.0
220,0.034,0.034,0.0,0.39642857142860066,0.39642857142860066,0.0,13.36273214285714,13.36273214285714,0.0,169657189579.0,169657189579.0,0.0,328995086.0,328995086.0,0.0,357378044072.0,357378044072.0,0.0,0.0019391756212418286,0.0019391756212418286,0.0,2.1084107313438403,2.1084107313438403,0.0,2.1064715557225986,2.1064715557225986,0.0,0.085,0.085,0.0,0.163,0.163,0.0,110.35,110.35,0.0,2207.0,2207.0,0.0
230,0.034,0.034,0.0,0.4990892857143052,0.4990892857143052,0.0,13.802607142857141,13.802607142857141,0.0,175975042181.0,175975042181.0,0.0,345330946.0,345330946.0,0.0,369653408939.0,369653408939.0,0.0,0.0019623859254132648,0.0019623859254132648,0.0,2.10256372323773,2.10256372323773,0.0,2.100601337312317,2.100601337312317,0.0,0.085,0.085,0.0,0.158,0.158,0.0,113.35,113.35,0.0,2267.0,2267.0,0.0
240,0.033,0.033,0.0,0.6401127819548975,0.6401127819548975,0.0,14.524642857142837,14.524642857142837,0.0,176000474452.0,176000474452.0,0.0,377077481.0,377077481.0,0.0,369073900938.0,369073900938.0,0.0,0.0021424799119097774,0.0021424799119097774,0.0,2.0991476276943737,2.0991476276943737,0.0,2.097005147782464,2.097005147782464,0.0,0.085,0.085,0.0,0.153,0.153,0.0,123.5,123.5,0.0,2470.0,2470.0,0.0
250,0.034,0.034,0.0,0.6259774436090311,0.6259774436090311,0.0,15.480657894736837,15.480657894736837,0.0,187108497671.0,187108497671.0,0.0,365903964.0,365903964.0,0.0,393318464090.0,393318464090.0,0.0,0.001955571064673839,0.001955571064673839,0.0,2.104043231356762,2.104043231356762,0.0,2.102087660292088,2.102087660292088,0.0,0.09,0.09,0.0,0.16,0.16,0.0,126.45,126.45,0.0,2529.0,2529.0,0.0
260,0.034,0.034,0.0,0.542517857142883,0.542517857142883,0.0,16.09180357142857,16.09180357142857,0.0,205155468982.0,205155468982.0,0.0,391608421.0,391608421.0,0.0,432479661293.0,432479661293.0,0.0,0.0019088373463461462,0.0019088373463461462,0.0,2.109967001425536,2.109967001425536,0.0,2.1080581640791896,2.1080581640791896,0.0,0.088,0.088,0.0,0.175,0.175,0.0,130.75,130.75,0.0,2615.0,2615.0,0.0
270,0.034,0.034,0.0,0.7685714285714056,0.7685714285714056,0.0,17.429229323308263,17.429229323308263,0.0,207592378739.0,207592378739.0,0.0,424192369.0,424192369.0,0.0,437158294036.0,437158294036.0,0.0,0.002043390858454033,0.002043390858454033,0.0,2.107892828547237,2.107892828547237,0.0,2.105849437688783,2.105849437688783,0.0,0.088,0.088,0.0,0.168,0.168,0.0,141.9,141.9,0.0,2838.0,2838.0,0.0
