rates,server_cpu_usage,client_cpu_usage,session_rate,bw_util,connected_cons,failure_rate,client_timeout_rate,other_rate
60.0,33.46834170854274,121.08859296482414,60.00000000000011,23024.05757049892,7803.22776572668,0.0,0.0,0.0
120.0,61.444154103852654,276.96693467336655,119.98201284796548,45859.03464668094,15604.830835117773,0.0,0.0,0.0
180.0,88.22376884422128,441.0821943048575,179.93576017130636,68732.15036402576,23432.916488222698,0.0,0.0,0.0
192.0,90.88082077051908,534.9279731993297,191.82526766595282,73348.46466809422,25036.573875803,0.0,0.0,0.0
204.0,97.56309882747058,599.1340368509217,191.25677419354835,73587.72503225814,28752.98064516129,0.3749531308586427,0.3749531308586427,0.0
216.0,86.4500502512563,522.2731993299831,181.81778975741236,61516.73838274931,27553.940700808624,23.303571428571427,5.569727891156463,17.72534013605442
228.0,68.52874371859285,388.9017755443887,155.33065326633152,49811.52919597989,22447.417085427136,36.72491108705737,5.922375135302304,30.79480439152621
240.0,56.90810720268008,293.88943048576215,117.40657894736847,33410.723684210534,14106.33552631579,42.697724810400864,5.3918382087396175,37.30588660166125
