@
Linux 4.14.0-115.el7a.aarch64 (localhost.localdomain) 	2019年03月12日 	_aarch64_	(64 CPU)

01时06分04秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01时06分52秒    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   12    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01时06分52秒   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   16    8.00    0.00    7.00    0.00    0.00    1.00    0.00    0.00    0.00   84.00
01时06分52秒   17    9.18    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   81.63
01时06分52秒   18    9.80    0.00   16.67    0.00    0.00    0.00    0.00    0.00    0.00   73.53
01时06分52秒   19    6.06    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   91.92
01时06分52秒   20   19.42    0.00    6.80    0.00    0.00    0.00    0.00    0.00    0.00   73.79
01时06分52秒   21   15.15    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   72.73
01时06分52秒   22    9.28    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   80.41
01时06分52秒   23   20.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   72.00
01时06分52秒   24    3.09    0.00   10.31    0.00    0.00    4.12    0.00    0.00    0.00   82.47
01时06分52秒   25   14.00    0.00   17.00    0.00    0.00    8.00    0.00    0.00    0.00   61.00
01时06分52秒   26    2.00    0.00    7.00    0.00    0.00    3.00    0.00    0.00    0.00   88.00
01时06分52秒   27    6.00    0.00    8.00    0.00    0.00    3.00    0.00    0.00    0.00   83.00
01时06分52秒   28   16.16    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   77.78
01时06分52秒   29   12.75    0.00    6.86    0.00    0.00    0.00    0.00    0.00    0.00   80.39
01时06分52秒   30   15.69    0.00    9.80    0.00    0.00    0.00    0.00    0.00    0.00   74.51
01时06分52秒   31   10.75    0.00    7.53    0.00    0.00    0.00    0.00    0.00    0.00   81.72
01时06分52秒   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   33    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
01时06分52秒   34    3.03    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   93.94
01时06分52秒   35    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
01时06分52秒   36    2.91    0.00    4.85    0.00    0.00    0.97    0.00    0.00    0.00   91.26
01时06分52秒   37    3.92    0.00    2.94    0.00    0.00    0.00    0.00    0.00    0.00   93.14
01时06分52秒   38    5.50    0.00    7.34    0.00    0.00    0.00    0.00    0.00    0.00   87.16
01时06分52秒   39    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97
01时06分52秒   40    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
01时06分52秒   41    1.85    0.00    9.26    0.00    0.00    0.00    0.00    0.00    0.00   88.89
01时06分52秒   42    0.00    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   97.96
01时06分52秒   43    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   44    4.04    0.00    8.08    0.00    0.00    2.02    0.00    0.00    0.00   85.86
01时06分52秒   45    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01时06分52秒   46    3.03    0.00    9.09    0.00    0.00    1.01    0.00    0.00    0.00   86.87
01时06分52秒   47   13.83    0.00   39.36    0.00    0.00    7.45    0.00    0.00    0.00   39.36
01时06分52秒   48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   56    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   61    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   62    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分52秒   63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01时06分52秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01时06分53秒  all    3.98    0.00    3.60    0.00    0.00    0.44    0.00    0.00    0.00   91.99
01时06分53秒    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   16    4.95    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   92.08
01时06分53秒   17    9.71    0.00   12.62    0.00    0.00    0.00    0.00    0.00    0.00   77.67
01时06分53秒   18   12.63    0.00   12.63    0.00    0.00    0.00    0.00    0.00    0.00   74.74
01时06分53秒   19   22.43    0.00    5.61    0.00    0.00    0.00    0.00    0.00    0.00   71.96
01时06分53秒   20   16.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   78.00
01时06分53秒   21   19.19    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   71.72
01时06分53秒   22   15.05    0.00    7.53    0.00    0.00    0.00    0.00    0.00    0.00   77.42
01时06分53秒   23   16.67    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   75.00
01时06分53秒   24    2.97    0.00    7.92    0.00    0.00    3.96    0.00    0.00    0.00   85.15
01时06分53秒   25    5.10    0.00   15.31    0.00    0.00    6.12    0.00    0.00    0.00   73.47
01时06分53秒   26    7.07    0.00    7.07    0.00    0.00    5.05    0.00    0.00    0.00   80.81
01时06分53秒   27    9.00    0.00   21.00    0.00    0.00    5.00    0.00    0.00    0.00   65.00
01时06分53秒   28   16.83    0.00   11.88    0.00    0.00    0.00    0.00    0.00    0.00   71.29
01时06分53秒   29    5.15    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   88.66
01时06分53秒   30   15.53    0.00   12.62    0.00    0.00    0.00    0.00    0.00    0.00   71.84
01时06分53秒   31    7.29    0.00    6.25    0.00    0.00    0.00    0.00    0.00    0.00   86.46
01时06分53秒   32    2.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.94
01时06分53秒   33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   34    1.03    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   95.88
01时06分53秒   35    5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
01时06分53秒   36    2.97    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   93.07
01时06分53秒   37    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01时06分53秒   38    4.72    0.00    6.60    0.00    0.00    0.00    0.00    0.00    0.00   88.68
01时06分53秒   39    3.85    0.00    5.77    0.00    0.00    0.00    0.00    0.00    0.00   90.38
01时06分53秒   40    1.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
01时06分53秒   41    3.77    0.00    5.66    0.00    0.00    0.00    0.00    0.00    0.00   90.57
01时06分53秒   42    4.85    0.00    1.94    0.00    0.00    0.00    0.00    0.00    0.00   93.20
01时06分53秒   43    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   44   18.37    0.00   25.51    0.00    0.00    2.04    0.00    0.00    0.00   54.08
01时06分53秒   45    0.00    0.00    3.03    0.00    0.00    1.01    0.00    0.00    0.00   95.96
01时06分53秒   46    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01时06分53秒   47   17.82    0.00   15.84    0.00    0.00    4.95    0.00    0.00    0.00   61.39
01时06分53秒   48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   56    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   61    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   62    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分53秒   63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01时06分53秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01时06分54秒  all    4.44    0.00    3.89    0.00    0.00    0.35    0.00    0.00    0.00   91.33
01时06分54秒    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   16    1.92    0.00    6.73    0.00    0.00    0.00    0.00    0.00    0.00   91.35
01时06分54秒   17   12.12    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   76.77
01时06分54秒   18   69.70    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   27.27
01时06分54秒   19   15.09    0.00   14.15    0.00    0.00    0.00    0.00    0.00    0.00   70.75
01时06分54秒   20    9.38    0.00    5.21    0.00    0.00    0.00    0.00    0.00    0.00   85.42
01时06分54秒   21   12.75    0.00   14.71    0.00    0.00    0.00    0.00    0.00    0.00   72.55
01时06分54秒   22   13.68    0.00   10.53    0.00    0.00    0.00    0.00    0.00    0.00   75.79
01时06分54秒   23   16.49    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   74.23
01时06分54秒   24    5.00    0.00    9.00    0.00    0.00    1.00    0.00    0.00    0.00   85.00
01时06分54秒   25   13.00    0.00   25.00    0.00    0.00   10.00    0.00    0.00    0.00   52.00
01时06分54秒   26    0.00    0.00   10.20    0.00    0.00    3.06    0.00    0.00    0.00   86.73
01时06分54秒   27    5.26    0.00   12.63    0.00    0.00    1.05    0.00    0.00    0.00   81.05
01时06分54秒   28   13.27    0.00   15.31    0.00    0.00    0.00    0.00    0.00    0.00   71.43
01时06分54秒   29    9.47    0.00    2.11    0.00    0.00    0.00    0.00    0.00    0.00   88.42
01时06分54秒   30   15.46    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   73.20
01时06分54秒   31    9.18    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   81.63
01时06分54秒   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   33    1.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.95
01时06分54秒   34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   35    3.92    0.00    2.94    0.00    0.00    0.00    0.00    0.00    0.00   93.14
01时06分54秒   36    1.03    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   95.88
01时06分54秒   37    1.96    0.00    4.90    0.00    0.00    0.00    0.00    0.00    0.00   93.14
01时06分54秒   38    4.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   95.96
01时06分54秒   39    3.77    0.00    6.60    0.00    0.00    0.00    0.00    0.00    0.00   89.62
01时06分54秒   40    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
01时06分54秒   41    2.91    0.00    2.91    0.00    0.00    0.00    0.00    0.00    0.00   94.17
01时06分54秒   42    6.48    0.00    5.56    0.00    0.00    0.00    0.00    0.00    0.00   87.96
01时06分54秒   43    1.03    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   97.94
01时06分54秒   44    3.03    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   93.94
01时06分54秒   45    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
01时06分54秒   46   30.30    0.00   42.42    0.00    0.00    6.06    0.00    0.00    0.00   21.21
01时06分54秒   47    1.98    0.00    0.99    0.00    0.00    0.99    0.00    0.00    0.00   96.04
01时06分54秒   48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   56    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   61    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   62    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分54秒   63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01时06分54秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01时06分55秒  all    4.24    0.00    3.58    0.00    0.00    0.55    0.00    0.00    0.00   91.62
01时06分55秒    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   16    4.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
01时06分55秒   17   20.20    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   74.75
01时06分55秒   18   14.42    0.00    7.69    0.00    0.00    0.00    0.00    0.00    0.00   77.88
01时06分55秒   19   17.14    0.00   12.38    0.00    0.00    0.00    0.00    0.00    0.00   70.48
01时06分55秒   20   13.40    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   76.29
01时06分55秒   21   21.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   70.00
01时06分55秒   22   12.63    0.00    8.42    0.00    0.00    0.00    0.00    0.00    0.00   78.95
01时06分55秒   23   10.42    0.00    7.29    0.00    0.00    0.00    0.00    0.00    0.00   82.29
01时06分55秒   24   17.00    0.00   14.00    0.00    0.00    5.00    0.00    0.00    0.00   64.00
01时06分55秒   25    5.94    0.00   11.88    0.00    0.00    5.94    0.00    0.00    0.00   76.24
01时06分55秒   26   11.00    0.00   10.00    0.00    0.00    5.00    0.00    0.00    0.00   74.00
01时06分55秒   27   10.78    0.00   17.65    0.00    0.00    4.90    0.00    0.00    0.00   66.67
01时06分55秒   28    9.18    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   86.73
01时06分55秒   29    6.19    0.00    5.15    0.00    0.00    0.00    0.00    0.00    0.00   88.66
01时06分55秒   30   19.42    0.00   10.68    0.00    0.00    0.00    0.00    0.00    0.00   69.90
01时06分55秒   31   18.75    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   71.88
01时06分55秒   32    2.02    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   94.95
01时06分55秒   33    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
01时06分55秒   34    0.00    0.00    1.05    0.00    0.00    0.00    0.00    0.00    0.00   98.95
01时06分55秒   35    0.00    0.00    1.05    0.00    0.00    0.00    0.00    0.00    0.00   98.95
01时06分55秒   36    4.81    0.00    4.81    0.00    0.00    0.00    0.00    0.00    0.00   90.38
01时06分55秒   37    4.90    0.00    2.94    0.00    0.00    0.00    0.00    0.00    0.00   92.16
01时06分55秒   38    1.03    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   95.88
01时06分55秒   39    4.85    0.00    3.88    0.00    0.00    0.00    0.00    0.00    0.00   91.26
01时06分55秒   40    2.02    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   94.95
01时06分55秒   41    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
01时06分55秒   42    5.88    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00   93.14
01时06分55秒   43    1.92    0.00    7.69    0.00    0.00    0.00    0.00    0.00    0.00   90.38
01时06分55秒   44    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
01时06分55秒   45    9.80    0.00   17.65    0.00    0.00    8.82    0.00    0.00    0.00   63.73
01时06分55秒   46   12.50    0.00   13.54    0.00    0.00    4.17    0.00    0.00    0.00   69.79
01时06分55秒   47    5.94    0.00   12.87    0.00    0.00    0.99    0.00    0.00    0.00   80.20
01时06分55秒   48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   56    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   61    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   62    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分55秒   63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01时06分55秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01时06分56秒  all    3.56    0.00    3.62    0.00    0.00    0.44    0.00    0.00    0.00   92.38
01时06分56秒    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒    8    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
01时06分56秒    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时06分56秒   16   10.31    0.00    5.15    0.00    0.00    0.00    0.00    0.00    0.00   84.54
