@
Linux 4.14.0-115.el7a.aarch64 (localhost.localdomain) 	2019年03月12日 	_aarch64_	(64 CPU)

01时06分04秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01时10分38秒    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   16   33.98    0.00   16.50    0.00    0.00    1.94    0.00    0.00    0.00   47.57
01时10分38秒   17   30.85    0.00   19.15    0.00    0.00    1.06    0.00    0.00    0.00   48.94
01时10分38秒   18   28.87    0.00   21.65    0.00    0.00    1.03    0.00    0.00    0.00   48.45
01时10分38秒   19   33.67    0.00   16.33    0.00    0.00    2.04    0.00    0.00    0.00   47.96
01时10分38秒   20   24.18    0.00   17.58    0.00    0.00    0.00    0.00    0.00    0.00   58.24
01时10分38秒   21   32.99    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   54.64
01时10分38秒   22   32.63    0.00   11.58    0.00    0.00    0.00    0.00    0.00    0.00   55.79
01时10分38秒   23   28.26    0.00   11.96    0.00    0.00    0.00    0.00    0.00    0.00   59.78
01时10分38秒   24   24.21    0.00   22.11    0.00    0.00    0.00    0.00    0.00    0.00   53.68
01时10分38秒   25   30.11    0.00   12.90    0.00    0.00    3.23    0.00    0.00    0.00   53.76
01时10分38秒   26   31.18    0.00   12.90    0.00    0.00    0.00    0.00    0.00    0.00   55.91
01时10分38秒   27   39.00    0.00   11.00    0.00    0.00    1.00    0.00    0.00    0.00   49.00
01时10分38秒   28   31.43    0.00   17.14    0.00    0.00    0.95    0.00    0.00    0.00   50.48
01时10分38秒   29   27.55    0.00   18.37    0.00    0.00    2.04    0.00    0.00    0.00   52.04
01时10分38秒   30   23.96    0.00   20.83    0.00    0.00    2.08    0.00    0.00    0.00   53.12
01时10分38秒   31   34.02    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   56.70
01时10分38秒   32    4.21    0.00    2.11    0.00    0.00    0.00    0.00    0.00    0.00   93.68
01时10分38秒   33    4.21    0.00    2.11    0.00    0.00    0.00    0.00    0.00    0.00   93.68
01时10分38秒   34    2.15    0.00    3.23    0.00    0.00    0.00    0.00    0.00    0.00   94.62
01时10分38秒   35    4.17    0.00    3.12    0.00    0.00    0.00    0.00    0.00    0.00   92.71
01时10分38秒   36    3.09    0.00    5.15    0.00    0.00    0.00    0.00    0.00    0.00   91.75
01时10分38秒   37    7.07    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   89.90
01时10分38秒   38    5.21    0.00    2.08    0.00    0.00    0.00    0.00    0.00    0.00   92.71
01时10分38秒   39    4.08    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   90.82
01时10分38秒   40   19.05    0.00   13.33    0.00    0.00    2.86    0.00    0.00    0.00   64.76
01时10分38秒   41   23.30    0.00   20.39    0.00    0.00    2.91    0.00    0.00    0.00   53.40
01时10分38秒   42   24.00    0.00   11.00    0.00    0.00    3.00    0.00    0.00    0.00   62.00
01时10分38秒   43   11.11    0.00    5.05    0.00    0.00    1.01    0.00    0.00    0.00   82.83
01时10分38秒   44    5.10    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   90.82
01时10分38秒   45    4.04    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   89.90
01时10分38秒   46    5.15    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   91.75
01时10分38秒   47    6.25    0.00    1.04    0.00    0.00    0.00    0.00    0.00    0.00   92.71
01时10分38秒   48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   56    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   61    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   62    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分38秒   63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01时10分38秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01时10分39秒  all    8.81    0.00    5.73    0.00    0.00    0.38    0.00    0.00    0.00   85.08
01时10分39秒    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   16   26.88    0.00   18.28    0.00    0.00    0.00    0.00    0.00    0.00   54.84
01时10分39秒   17   25.27    0.00   21.98    0.00    0.00    0.00    0.00    0.00    0.00   52.75
01时10分39秒   18   27.27    0.00   18.18    0.00    0.00    0.00    0.00    0.00    0.00   54.55
01时10分39秒   19   28.12    0.00   18.75    0.00    0.00    0.00    0.00    0.00    0.00   53.12
01时10分39秒   20   25.77    0.00   22.68    0.00    0.00    1.03    0.00    0.00    0.00   50.52
01时10分39秒   21   29.00    0.00   17.00    0.00    0.00    3.00    0.00    0.00    0.00   51.00
01时10分39秒   22   25.51    0.00   16.33    0.00    0.00    3.06    0.00    0.00    0.00   55.10
01时10分39秒   23   18.68    0.00   23.08    0.00    0.00    3.30    0.00    0.00    0.00   54.95
01时10分39秒   24   35.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   54.00
01时10分39秒   25   22.00    0.00   24.00    0.00    0.00    0.00    0.00    0.00    0.00   54.00
01时10分39秒   26   32.04    0.00   14.56    0.00    0.00    0.00    0.00    0.00    0.00   53.40
01时10分39秒   27   28.72    0.00   12.77    0.00    0.00    1.06    0.00    0.00    0.00   57.45
01时10分39秒   28   25.27    0.00   15.38    0.00    0.00    0.00    0.00    0.00    0.00   59.34
01时10分39秒   29   29.35    0.00   11.96    0.00    0.00    0.00    0.00    0.00    0.00   58.70
01时10分39秒   30   31.96    0.00   11.34    0.00    0.00    1.03    0.00    0.00    0.00   55.67
01时10分39秒   31   27.37    0.00   15.79    0.00    0.00    0.00    0.00    0.00    0.00   56.84
01时10分39秒   32    6.45    0.00    7.53    0.00    0.00    2.15    0.00    0.00    0.00   83.87
01时10分39秒   33   17.39    0.00   10.87    0.00    0.00    1.09    0.00    0.00    0.00   70.65
01时10分39秒   34    8.25    0.00    2.06    0.00    0.00    1.03    0.00    0.00    0.00   88.66
01时10分39秒   35    8.25    0.00    5.15    0.00    0.00    1.03    0.00    0.00    0.00   85.57
01时10分39秒   36    4.26    0.00    2.13    0.00    0.00    0.00    0.00    0.00    0.00   93.62
01时10分39秒   37    6.06    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   90.91
01时10分39秒   38    3.12    0.00    5.21    0.00    0.00    0.00    0.00    0.00    0.00   91.67
01时10分39秒   39    3.09    0.00    5.15    0.00    0.00    0.00    0.00    0.00    0.00   91.75
01时10分39秒   40   15.15    0.00   11.11    0.00    0.00    2.02    0.00    0.00    0.00   71.72
01时10分39秒   41   10.89    0.00    2.97    0.00    0.00    0.99    0.00    0.00    0.00   85.15
01时10分39秒   42    9.90    0.00    6.93    0.00    0.00    0.99    0.00    0.00    0.00   82.18
01时10分39秒   43   21.36    0.00   14.56    0.00    0.00    2.91    0.00    0.00    0.00   61.17
01时10分39秒   44    7.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
01时10分39秒   45    4.12    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   89.69
01时10分39秒   46    7.14    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   89.80
01时10分39秒   47    3.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   87.00
01时10分39秒   48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   56    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   61    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   62    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分39秒   63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01时10分39秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01时10分40秒  all    9.47    0.00    5.62    0.00    0.00    0.46    0.00    0.00    0.00   84.45
01时10分40秒    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒    6    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01时10分40秒    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   16   24.04    0.00   25.00    0.00    0.00    2.88    0.00    0.00    0.00   48.08
01时10分40秒   17   32.61    0.00   13.04    0.00    0.00    0.00    0.00    0.00    0.00   54.35
01时10分40秒   18   36.00    0.00   14.00    0.00    0.00    0.00    0.00    0.00    0.00   50.00
01时10分40秒   19   29.17    0.00   18.75    0.00    0.00    0.00    0.00    0.00    0.00   52.08
01时10分40秒   20   32.32    0.00   14.14    0.00    0.00    1.01    0.00    0.00    0.00   52.53
01时10分40秒   21   31.25    0.00   13.54    0.00    0.00    1.04    0.00    0.00    0.00   54.17
01时10分40秒   22   33.01    0.00   12.62    0.00    0.00    1.94    0.00    0.00    0.00   52.43
01时10分40秒   23   30.77    0.00    9.89    0.00    0.00    1.10    0.00    0.00    0.00   58.24
01时10分40秒   24   32.61    0.00   11.96    0.00    0.00    0.00    0.00    0.00    0.00   55.43
01时10分40秒   25   34.74    0.00   12.63    0.00    0.00    1.05    0.00    0.00    0.00   51.58
01时10分40秒   26   23.08    0.00   17.58    0.00    0.00    2.20    0.00    0.00    0.00   57.14
01时10分40秒   27   31.73    0.00   17.31    0.00    0.00    1.92    0.00    0.00    0.00   49.04
01时10分40秒   28   29.35    0.00   16.30    0.00    0.00    0.00    0.00    0.00    0.00   54.35
01时10分40秒   29   29.41    0.00   21.57    0.00    0.00    0.00    0.00    0.00    0.00   49.02
01时10分40秒   30   27.27    0.00   24.24    0.00    0.00    0.00    0.00    0.00    0.00   48.48
01时10分40秒   31   26.04    0.00   19.79    0.00    0.00    1.04    0.00    0.00    0.00   53.12
01时10分40秒   32   14.43    0.00   14.43    0.00    0.00    3.09    0.00    0.00    0.00   68.04
01时10分40秒   33   11.83    0.00    9.68    0.00    0.00    5.38    0.00    0.00    0.00   73.12
01时10分40秒   34   15.31    0.00   16.33    0.00    0.00    4.08    0.00    0.00    0.00   64.29
01时10分40秒   35   11.46    0.00   16.67    0.00    0.00    3.12    0.00    0.00    0.00   68.75
01时10分40秒   36    3.12    0.00    3.12    0.00    0.00    0.00    0.00    0.00    0.00   93.75
01时10分40秒   37    5.21    0.00    3.12    0.00    0.00    0.00    0.00    0.00    0.00   91.67
01时10分40秒   38   10.78    0.00    2.94    0.00    0.00    0.00    0.00    0.00    0.00   86.27
01时10分40秒   39    3.23    0.00    2.15    0.00    0.00    0.00    0.00    0.00    0.00   94.62
01时10分40秒   40    6.93    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   89.11
01时10分40秒   41   10.48    0.00    2.86    0.00    0.00    0.00    0.00    0.00    0.00   86.67
01时10分40秒   42    6.06    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   90.91
01时10分40秒   43    9.52    0.00    3.81    0.00    0.00    0.00    0.00    0.00    0.00   86.67
01时10分40秒   44    8.16    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   89.80
01时10分40秒   45    6.06    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   88.89
01时10分40秒   46    5.15    0.00    4.12    0.00    0.00    0.00    0.00    0.00    0.00   90.72
01时10分40秒   47    4.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
01时10分40秒   48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   56    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   61    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   62    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分40秒   63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01时10分40秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01时10分41秒  all    8.93    0.00    5.62    0.00    0.00    0.33    0.00    0.00    0.00   85.11
01时10分41秒    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒    6    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01时10分41秒    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   16   22.11    0.00   18.95    0.00    0.00    2.11    0.00    0.00    0.00   56.84
01时10分41秒   17   23.47    0.00   18.37    0.00    0.00    1.02    0.00    0.00    0.00   57.14
01时10分41秒   18   30.93    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   55.67
01时10分41秒   19   25.25    0.00   20.20    0.00    0.00    0.00    0.00    0.00    0.00   54.55
01时10分41秒   20   25.77    0.00   15.46    0.00    0.00    0.00    0.00    0.00    0.00   58.76
01时10分41秒   21   23.71    0.00   19.59    0.00    0.00    0.00    0.00    0.00    0.00   56.70
01时10分41秒   22   26.60    0.00   14.89    0.00    0.00    0.00    0.00    0.00    0.00   58.51
01时10分41秒   23   28.26    0.00   10.87    0.00    0.00    0.00    0.00    0.00    0.00   60.87
01时10分41秒   24   30.85    0.00   14.89    0.00    0.00    1.06    0.00    0.00    0.00   53.19
01时10分41秒   25   28.00    0.00   20.00    0.00    0.00    4.00    0.00    0.00    0.00   48.00
01时10分41秒   26   28.09    0.00   14.61    0.00    0.00    1.12    0.00    0.00    0.00   56.18
01时10分41秒   27   26.32    0.00   21.05    0.00    0.00    1.05    0.00    0.00    0.00   51.58
01时10分41秒   28   37.23    0.00   11.70    0.00    0.00    0.00    0.00    0.00    0.00   51.06
01时10分41秒   29   24.47    0.00   18.09    0.00    0.00    1.06    0.00    0.00    0.00   56.38
01时10分41秒   30   29.17    0.00   17.71    0.00    0.00    1.04    0.00    0.00    0.00   52.08
01时10分41秒   31   30.30    0.00   18.18    0.00    0.00    0.00    0.00    0.00    0.00   51.52
01时10分41秒   32    4.30    0.00    5.38    0.00    0.00    1.08    0.00    0.00    0.00   89.25
01时10分41秒   33    3.19    0.00    5.32    0.00    0.00    1.06    0.00    0.00    0.00   90.43
01时10分41秒   34   21.65    0.00   17.53    0.00    0.00    1.03    0.00    0.00    0.00   59.79
01时10分41秒   35   15.79    0.00    8.42    0.00    0.00    2.11    0.00    0.00    0.00   73.68
01时10分41秒   36    9.47    0.00    4.21    0.00    0.00    2.11    0.00    0.00    0.00   84.21
01时10分41秒   37   13.54    0.00    8.33    0.00    0.00    1.04    0.00    0.00    0.00   77.08
01时10分41秒   38   12.24    0.00    3.06    0.00    0.00    1.02    0.00    0.00    0.00   83.67
01时10分41秒   39    8.25    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   80.41
01时10分41秒   40    5.94    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   88.12
01时10分41秒   41    8.08    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   89.90
01时10分41秒   42    8.57    0.00    6.67    0.00    0.00    0.00    0.00    0.00    0.00   84.76
01时10分41秒   43   10.38    0.00    5.66    0.00    0.00    0.00    0.00    0.00    0.00   83.96
01时10分41秒   44    7.92    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   88.12
01时10分41秒   45    8.74    0.00    5.83    0.00    0.00    0.00    0.00    0.00    0.00   85.44
01时10分41秒   46    3.16    0.00    3.16    0.00    0.00    0.00    0.00    0.00    0.00   93.68
01时10分41秒   47    1.09    0.00    2.17    0.00    0.00    0.00    0.00    0.00    0.00   96.74
01时10分41秒   48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   55    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   56    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   61    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   62    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分41秒   63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01时10分41秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01时10分42秒  all    9.69    0.00    5.93    0.00    0.00    0.39    0.00    0.00    0.00   83.98
01时10分42秒    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01时10分42秒   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
